0	0
5e-08	0
1e-07	0
1.5e-07	0
2e-07	0
2.5e-07	0
3e-07	0
3.5e-07	0
4e-07	0
4.5e-07	0
5e-07	1
5.5e-07	1
6e-07	1
6.5e-07	1
7e-07	1
7.5e-07	1
8e-07	1
8.5e-07	1
9e-07	1
9.5e-07	1
1e-06	1
1.05e-06	1
1.1e-06	1
1.15e-06	1
1.2e-06	1
1.25e-06	1
1.3e-06	1
1.35e-06	1
1.4e-06	1
1.45e-06	1
1.5e-06	0
1.55e-06	0
1.6e-06	0
1.65e-06	0
1.7e-06	0
1.75e-06	0
1.8e-06	0
1.85e-06	0
1.9e-06	0
1.95e-06	0
2e-06	1
2.05e-06	1
2.1e-06	1
2.15e-06	1
2.2e-06	1
2.25e-06	1
2.3e-06	1
2.35e-06	1
2.4e-06	1
2.45e-06	1
2.5e-06	0
2.55e-06	0
2.6e-06	0
2.65e-06	0
2.7e-06	0
2.75e-06	0
2.8e-06	0
2.85e-06	0
2.9e-06	0
2.95e-06	0
3e-06	1
3.05e-06	1
3.1e-06	1
3.15e-06	1
3.2e-06	1
3.25e-06	1
3.3e-06	1
3.35e-06	1
3.4e-06	1
3.45e-06	1
3.5e-06	0
3.55e-06	0
3.6e-06	0
3.65e-06	0
3.7e-06	0
3.75e-06	0
3.8e-06	0
3.85e-06	0
3.9e-06	0
3.95e-06	0
4e-06	0
4.05e-06	0
4.1e-06	0
4.15e-06	0
4.2e-06	0
4.25e-06	0
4.3e-06	0
4.35e-06	0
4.4e-06	0
4.45e-06	0
4.5e-06	1
4.55e-06	1
4.6e-06	1
4.65e-06	1
4.7e-06	1
4.75e-06	1
4.8e-06	1
4.85e-06	1
4.9e-06	1
4.95e-06	1
5e-06	0
5.05e-06	0
5.1e-06	0
5.15e-06	0
5.2e-06	0
5.25e-06	0
5.3e-06	0
5.35e-06	0
5.4e-06	0
5.45e-06	0
5.5e-06	1
5.55e-06	1
5.6e-06	1
5.65e-06	1
5.7e-06	1
5.75e-06	1
5.8e-06	1
5.85e-06	1
5.9e-06	1
5.95e-06	1
6e-06	1
6.05e-06	1
6.1e-06	1
6.15e-06	1
6.2e-06	1
6.25e-06	1
6.3e-06	1
6.35e-06	1
6.4e-06	1
6.45e-06	1
6.5e-06	0
6.55e-06	0
6.6e-06	0
6.65e-06	0
6.7e-06	0
6.75e-06	0
6.8e-06	0
6.85e-06	0
6.9e-06	0
6.95e-06	0
7e-06	0
7.05e-06	0
7.1e-06	0
7.15e-06	0
7.2e-06	0
7.25e-06	0
7.3e-06	0
7.35e-06	0
7.4e-06	0
7.45e-06	0
7.5e-06	1
7.55e-06	1
7.6e-06	1
7.65e-06	1
7.7e-06	1
7.75e-06	1
7.8e-06	1
7.85e-06	1
7.9e-06	1
7.95e-06	1
8e-06	1
8.05e-06	1
8.1e-06	1
8.15e-06	1
8.2e-06	1
8.25e-06	1
8.3e-06	1
8.35e-06	1
8.4e-06	1
8.45e-06	1
8.5e-06	0
8.55e-06	0
8.6e-06	0
8.65e-06	0
8.7e-06	0
8.75e-06	0
8.8e-06	0
8.85e-06	0
8.9e-06	0
8.95e-06	0
9e-06	0
9.05e-06	0
9.1e-06	0
9.15e-06	0
9.2e-06	0
9.25e-06	0
9.3e-06	0
9.35e-06	0
9.4e-06	0
9.45e-06	0
9.5e-06	1
9.55e-06	1
9.6e-06	1
9.65e-06	1
9.7e-06	1
9.75e-06	1
9.8e-06	1
9.85e-06	1
9.9e-06	1
9.95e-06	1
1e-05	1
1.005e-05	1
1.01e-05	1
1.015e-05	1
1.02e-05	1
1.025e-05	1
1.03e-05	1
1.035e-05	1
1.04e-05	1
1.045e-05	1
1.05e-05	0
1.055e-05	0
1.06e-05	0
1.065e-05	0
1.07e-05	0
1.075e-05	0
1.08e-05	0
1.085e-05	0
1.09e-05	0
1.095e-05	0
1.1e-05	1
1.105e-05	1
1.11e-05	1
1.115e-05	1
1.12e-05	1
1.125e-05	1
1.13e-05	1
1.135e-05	1
1.14e-05	1
1.145e-05	1
1.15e-05	0
1.155e-05	0
1.16e-05	0
1.165e-05	0
1.17e-05	0
1.175e-05	0
1.18e-05	0
1.185e-05	0
1.19e-05	0
1.195e-05	0
1.2e-05	0
1.205e-05	0
1.21e-05	0
1.215e-05	0
1.22e-05	0
1.225e-05	0
1.23e-05	0
1.235e-05	0
1.24e-05	0
1.245e-05	0
1.25e-05	1
1.255e-05	1
1.26e-05	1
1.265e-05	1
1.27e-05	1
1.275e-05	1
1.28e-05	1
1.285e-05	1
1.29e-05	1
1.295e-05	1
1.3e-05	1
1.305e-05	1
1.31e-05	1
1.315e-05	1
1.32e-05	1
1.325e-05	1
1.33e-05	1
1.335e-05	1
1.34e-05	1
1.345e-05	1
1.35e-05	0
1.355e-05	0
1.36e-05	0
1.365e-05	0
1.37e-05	0
1.375e-05	0
1.38e-05	0
1.385e-05	0
1.39e-05	0
1.395e-05	0
1.4e-05	1
1.405e-05	1
1.41e-05	1
1.415e-05	1
1.42e-05	1
1.425e-05	1
1.43e-05	1
1.435e-05	1
1.44e-05	1
1.445e-05	1
1.45e-05	0
1.455e-05	0
1.46e-05	0
1.465e-05	0
1.47e-05	0
1.475e-05	0
1.48e-05	0
1.485e-05	0
1.49e-05	0
1.495e-05	0
1.5e-05	1
1.505e-05	1
1.51e-05	1
1.515e-05	1
1.52e-05	1
1.525e-05	1
1.53e-05	1
1.535e-05	1
1.54e-05	1
1.545e-05	1
1.55e-05	0
1.555e-05	0
1.56e-05	0
1.565e-05	0
1.57e-05	0
1.575e-05	0
1.58e-05	0
1.585e-05	0
1.59e-05	0
1.595e-05	0
1.6e-05	1
1.605e-05	1
1.61e-05	1
1.615e-05	1
1.62e-05	1
1.625e-05	1
1.63e-05	1
1.635e-05	1
1.64e-05	1
1.645e-05	1
1.65e-05	0
1.655e-05	0
1.66e-05	0
1.665e-05	0
1.67e-05	0
1.675e-05	0
1.68e-05	0
1.685e-05	0
1.69e-05	0
1.695e-05	0
1.7e-05	0
1.705e-05	0
1.71e-05	0
1.715e-05	0
1.72e-05	0
1.725e-05	0
1.73e-05	0
1.735e-05	0
1.74e-05	0
1.745e-05	0
1.75e-05	1
1.755e-05	1
1.76e-05	1
1.765e-05	1
1.77e-05	1
1.775e-05	1
1.78e-05	1
1.785e-05	1
1.79e-05	1
1.795e-05	1
1.8e-05	1
1.805e-05	1
1.81e-05	1
1.815e-05	1
1.82e-05	1
1.825e-05	1
1.83e-05	1
1.835e-05	1
1.84e-05	1
1.845e-05	1
1.85e-05	0
1.855e-05	0
1.86e-05	0
1.865e-05	0
1.87e-05	0
1.875e-05	0
1.88e-05	0
1.885e-05	0
1.89e-05	0
1.895e-05	0
1.9e-05	1
1.905e-05	1
1.91e-05	1
1.915e-05	1
1.92e-05	1
1.925e-05	1
1.93e-05	1
1.935e-05	1
1.94e-05	1
1.945e-05	1
1.95e-05	0
1.955e-05	0
1.96e-05	0
1.965e-05	0
1.97e-05	0
1.975e-05	0
1.98e-05	0
1.985e-05	0
1.99e-05	0
1.995e-05	0
2e-05	1
2.005e-05	1
2.01e-05	1
2.015e-05	1
2.02e-05	1
2.025e-05	1
2.03e-05	1
2.035e-05	1
2.04e-05	1
2.045e-05	1
2.05e-05	0
2.055e-05	0
2.06e-05	0
2.065e-05	0
2.07e-05	0
2.075e-05	0
2.08e-05	0
2.085e-05	0
